,SMILES,Material Code,Name,CAS
510,CCCCCCCCC(=O)OC1=CC2=CC=CC=C2C=C1C(=O)NC3=CC=CC=C3,EN70035,Naphthol AS nonanoate,10523-82-7
511,CC1=C(C=CC(=C1)Cl)NC(=O)C2=CC3=CC=CC=C3C=C2OP(=O)(O)O,EN70036,Naphthol AS-TR phosphate,2616-72-0
512,CC1=CC=CC=C1NC(=O)C2=CC3=CC=CC=C3C=C2O,EN70199,Naphthol AS-D,135-61-5
513,CC1=CC(=C(C=C1)NC(=O)C2=CC3=CC=CC=C3C=C2OC(=O)C)C,EN70265,Naphthol AS-MX acetate,4569-00-0
514,CCCCCCCCCCCCCCCCCC(=O)OC1=CC2=CC=CC=C2C=C1,EN70958,beta-Naphthyl stearate,6343-74-4
515,COC1=CC=CC=C1NC(=O)C2=CC3=CC=CC=C3C=C2O,EN71191,Naphthol AS-OL,135-62-6
516,CC(=O)N[C@@H]1[C@H]([C@@H]([C@H](O[C@H]1OC2=CC=C(C=C2)[N+](=O)[O-])COS(=O)(=O)[O-])O)O.[Na+],EN75195,4-Nitrophenyl 2-acetamido-2-deoxy-b-D-glucopyranoside-6-sulfate sodium salt,467446-91-9
517,C1=CC=C(C=C1)CCS[C@H]2[C@@H]([C@H]([C@H]([C@H](O2)CO)O)O)O,EP03215,Phenylethyl b-D-thiogalactopyranoside,63407-54-5
518,C1=CC=C(C=C1)CCS[C@H]2[C@@H]([C@H]([C@H]([C@H](O2)CO)O)O)O,EP03215,Phenylethyl-beta-D-thiogalactopyranoside,63407-54-5
519,C1=CC=C(C=C1)S[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O,EP03243,Phenyl-beta-D-thioglucopyranoside,2936-70-1
520,C1=CC=C2C(=C1)C(=O)OC2(C3=CC=C(C=C3)O)C4=CC=C(C=C4)O[C@H]5[C@@H]([C@H]([C@@H]([C@H](O5)C(=O)[O-])O)O)O.[Na+],EP06598,Phenolphthalein b-D-glucuronide sodium salt monohydrate,6820-54-8
521,CC1=CC(=O)OC2=C1C=CC(=C2)NC(=O)[C@H](CC3=CC=CC=C3)N.C(=O)(C(F)(F)F)O,EP15999,L-Phenylalanine 7-amido-4-methylcoumarin trifluoroacetate salt,108321-84-2
522,C1=CC(=CN=C1)CNC2=NC3=C(C=NN3C=C2)C4=CC=C(C=C4)C(=O)N,EP176311,RET V804M-IN-1,2414909-94-5
523,C1=CC(=CC=C1C2=C3N=C(C=CN3N=C2)NCC4=CC=NC=C4)C(=O)N,EP176312,"4-5-(4-Pyridylmethylamino)pyrazolo1,5-apyrimidin-3-ylbenzamide",2414373-42-3
524,C1=CC2=C(C=C1O[C@H]3[C@@H]([C@H]([C@H]([C@H](O3)CO)O)O)O)OC4=CC(=O)C=CC4=N2,ER04973,Resorufin b-D-galactopyranoside,95079-19-9
525,C1=CC2=C(C=C1O[C@H]3[C@@H]([C@H]([C@H]([C@H](O3)CO)O)O)O)OC4=CC(=O)C=CC4=N2,ER04973,Resorufin-beta-D-galactopyranoside,95079-19-9
526,C1=CC2=C(C=C1O[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O)O)O)OC5=CC(=O)C=CC5=N2,ER28833,Resorufin b-D-cellobioside,1000404-48-7
527,CC(=O)N[C@@H]1[C@H]([C@@H]([C@H](O[C@H]1OC2=CC3=C(C=C2)N=C4C=CC(=O)C=C4O3)CO)O)O,ER58683,Resorufin N-acetyl-b-D-glucosamine,124762-32-9
528,CC(=O)OC1=CC2=C(C=C1)N=C3C=CC(=O)C=C3O2,ER58685,Resorufin acetate,1152-14-3
529,C([C@@H]([C@@H]([C@@H]([C@@H](C=O)O)O)O)O)O,MA00237,L-Allose,7635-11-2
530,C([C@@H]([C@H]([C@H]([C@@H](CO)O)O)O)O)N,MA00240,1-Amino-1-deoxy-D-galactitol hydrochloride,488-42-6
531,C([C@@H]([C@@H]([C@@H]([C@H](C=O)O)O)O)O)O,MA00245,L-Altrose,1949-88-8
532,CC(=O)N[C@@H]1[C@H]([C@@H]([C@H](O[C@H]1N=[N+]=[N-])COC(=O)C)OC(=O)C)OC(=O)C,MA00690,"2-Acetamido-3,4,6-tri-O-acetyl-2-deoxy-b-D-glucopyranosyl azide",6205-69-2
533,CC(=O)N[C@H]1[C@H]([C@H]([C@H](OC1O)CO)O)O,MA00718,2-Acetamido-2-deoxy-D-talopyranose,282727-46-2
534,CC(=O)N[C@@H]1[C@H](C[C@](O[C@H]1[C@@H]([C@@H](CO)O)O)(C(=O)O)O)O,MA00746,N-Acetylneuraminic acid,131-48-6
535,CC(=O)N[C@@H]1[C@H](C[C@](O[C@H]1[C@@H]([C@@H](CO)O)O)(C(=O)O)O)O,MA00746,N-Acetylneuraminic acid,131-48-6
536,CC(=O)N[C@@H](C=O)[C@H]([C@@H]([C@@H](COS(=O)(=O)[O-])O)O)O.[Na+],MA00759,2-Acetamido-2-deoxy-D-glucopyranose 6-sulphate sodium salt,108321-79-5
537,CC(=O)N[C@@H](C=O)[C@H]([C@H]([C@@H](CO)O)OS(=O)(=O)[O-])O.[Na+],MA00763,N-Acetyl-D-galactosamine-4-O-sulphate sodium salt,660839-03-2
538,CC(=O)NC(C=O)C(C(C(COS(=O)(=O)O)O)OS(=O)(=O)O)O.[Na],MA00764,"N-Acetyl-D-galactosamine-4,6-di-O-sulphate sodium salt",157296-98-5
539,CC(=O)N[C@@H]1[C@H]([C@@H]([C@H](OC1O)CO)O)O,MA00834,N-Acetyl-D-glucosamine,7512-17-6
540,CC(=O)N[C@@H]1[C@H]([C@@H]([C@H](OC1O)CO)O)O,MA00834,N-Acetyl-D-glucosamine,7512-17-6
541,CC(=O)N[C@@H]1[C@H]([C@@H]([C@H](O[C@H]1N=[N+]=[N-])CO)O)O,MA00857,2-Acetamido-2-deoxy-b-D-glucopyranosyl azide,29847-23-2
542,CC(=O)O[C@@H]1[C@@H]2[C@H](O[C@@H]1[C@@H](CO)O)OC(O2)(C)C,MA00965,"3-O-Acetyl-1,2-O-isopropylidene-a-D-glucofuranose",24807-96-3
543,C1[C@H]([C@H]([C@@H]([C@@H](O1)NN=C(N)N)O)O)O.Cl,MA01028,N1-b-D-Arabinopyranosylamino-guanidine HCl,368452-58-8
544,C1[C@@H]([C@@H]([C@H](C(O1)O)O)O)O,MA02043,L-Arabinose,87-72-9
545,C1[C@@H]([C@@H]([C@H](C(O1)O)O)O)O,MA02043,L-Arabinose,87-72-9
546,CC(=O)N[C@@H](C=O)[C@H]([C@H]([C@@H](COS(=O)(=O)[O-])O)O)O.[Na+],MA02183,N-Acetyl-D-galactosamine-6-O-sulphate sodium salt - 95%,204575-07-5
547,C([C@H]([C@H]([C@@H]([C@H](C=O)O)O)O)O)N.Cl,MA02572,6-Amino-6-deoxy-D-glucose hydrochloride,55324-97-5
548,C([C@H]([C@@H]([C@@H]([C@H](C=O)O)O)O)O)N=[N+]=[N-],MA02618,6-Azido-6-deoxy-D-galactose,66927-03-5
549,C([C@H]([C@H]([C@@H]([C@H](C=O)O)O)O)O)N=[N+]=[N-],MA02620,6-Azido-6-deoxy-D-glucose,20847-05-6
550,C([C@H]([C@H]([C@@H]([C@H](C=O)N=[N+]=[N-])O)O)O)O,MA02624,2-Azido-2-deoxy-D-glucose,56883-39-7
551,C(CO[C@]1([C@H]([C@@H]([C@H](O1)CO)O)O)CO)N=[N+]=[N-],MA02672,2-Azidoethyl b-D-fructopyranoside,99042-58-7
552,C([C@H]([C@H]([C@@H](C=O)O)O)O)O,MA02801,D-Arabinose,10323-20-3
553,C([C@@H]1[C@H]([C@H]([C@H]([C@@H](O1)O)O)O)O)O,MA02829,b-D-Allopyranose,7283-09-2
554,C=CCO[C@@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO)O)O)O,MA02903,Allyl a-D-glucopyranoside,7464-56-4
555,C=CCO[C@@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO)O)O)O,MA02903,Allyl alpha-D-Glucopyranoside,7464-56-4
556,CC(=O)N[C@@H]1[C@H]([C@H]2[C@@H](COC(O2)C3=CC=CC=C3)OC1O)O,MA03185,"2-Acetamido-4,6-O-benzylidene-2-deoxy-D-glucopyranose",29776-43-0
557,CC(=O)N[C@@H]1[C@H]([C@@H]([C@H](O[C@H]1OCC=C)CO)O)O,MA03190,Allyl 2-acetamido-2-deoxy-b-D-glucopyranoside,54400-77-0
558,C([C@H]([C@@H]([C@@H]([C@H](C=O)N=[N+]=[N-])O)O)O)O,MA03562,2-Azido-2-deoxy-D-galactose,68733-26-6
559,C1[C@@H]2[C@@H]([C@@H]([C@H]([C@@H](O1)O2)O)O)O,MA03786,"1,6-Anhydro-b-D-galactopyranose",644-76-8
560,C([C@H]([C@H]([C@H]([C@H](C=O)O)O)O)O)OP(=O)([O-])[O-].[Na+].[Na+],MA03836,D-Allose-6-phosphate disodium,1161976-98-2
561,C=CCOC[C@H]([C@H]([C@H](CO)OCC1=CC=CC=C1)OCC2=CC=CC=C2)OCC3=CC=CC=C3,MA03947,"5-O-Allyl-2,3,4-tri-O-benzyl-D-ribitol",111549-97-4
562,CC(=O)N[C@H]1[C@H]([C@@H]([C@H](O[C@H]1OC(=O)C)COC(=O)C)OC(=O)C)OC(=O)C,MA04038,"2-Acetamido-1,3,4,6-tetra-O-acetyl-2-deoxy-b-D-mannopyranose",6730-10-5
563,C([C@H]([C@H]([C@H]([C@H](C=O)O)O)O)O)O,MA04055,D-Allose,2595-97-3
564,CC(=O)N[C@@H]1[C@H](C[C@](O[C@H]1[C@@H]([C@@H](CO)O)O)(C(=O)OC)O)O,MA04202,N-Acetylneuraminic acid methyl ester,22900-11-4
565,C1[C@@H]([C@H]([C@H](O1)[C@@H](CO)O)O)O,MA04203,"1,4-Anhydro-D-glucitol",27299-12-3
566,C1[C@@H]([C@H]([C@H](O1)[C@@H](CO)O)O)O,MA04203,"1,4-Anhydro-D-glucitol",27299-12-3
567,C=CCO[C@H]1[C@@H]([C@H]([C@H]([C@H](O1)CO)O)O)O,MA04242,Allyl b-D-galactopyranoside,2595-07-5
568,C1=CC(=CC=C1N)O[C@@H]2[C@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O,MA04337,4-Aminophenyl a-D-mannopyranoside,34213-86-0
569,CC(=O)NC1C(C(C(OC1OP(=O)(O)O)CO)O)O.[Na],MA04374,N-Acetyl-a-D-glucosamine-1-phosphate disodium salt,31281-59-1
570,CC(=O)N[C@@H](C=O)[C@H]([C@H]([C@@H](CO)O)O)O,MA04390,N-Acetyl-D-galactosamine,1811-31-0
571,CC(=O)N[C@@H](C=O)[C@H]([C@H]([C@@H](CO)O)O)O,MA04390,N-Acetyl-D-galactosamine,1811-31-0
572,CC(=O)N[C@@H]1[C@H]([C@@H]([C@H](O[C@H]1N=C=S)COC(=O)C)OC(=O)C)OC(=O)C,MA04450,"2-Acetamido-3,4,6-tri-O-acetyl-2-deoxy-b-D-glucopyranosyl isothiocyanate",20590-45-8
573,CC(=O)N[C@@H]1[C@H]([C@@H]([C@H](O[C@H]1OC[C@@H](C(=O)O)NC(=O)OCC2C3=CC=CC=C3C4=CC=CC=C24)COC(=O)C)OC(=O)C)OC(=O)C,MA04454,"2-Acetamido-3,4,6-tri-O-acetyl-2-deoxy-b-D-glucopyranosyl-Fmoc serine",160067-63-0
574,CC(=O)N[C@@H]1[C@H]([C@@H]([C@H](O[C@H]1N)COC(=O)C)OC(=O)C)OC(=O)C,MA04457,"2-Acetamido-3,4,6-tri-O-acetyl-2-deoxy-b-D-glucopyranosyl amine",4515-24-6
575,CC(=O)NC1=CC=C(C=C1)OC2C(C(C(C(O2)C(=O)[O-])O)O)O.[Na+],MA04458,4-Acetamidophenyl b-D-glucuronide sodium salt,120595-80-4
576,CC(=O)O[C@@H]1[C@H](O[C@@H]2[C@H]1OC(OC2)(C)C)CO,MA04459,"4-O-Acetyl-2,5-anhydro-1,3-isopropylidene-D-glucitol",70128-28-8
577,C=CCO[C@@H]1[C@@H]([C@H]([C@H]([C@H](O1)CO)O)O)O,MA04469,Allyl a-D-galactopyranoside,48149-72-0
578,C([C@@H]1[C@H]([C@@H]([C@H](O1)CO)O)O)N,MA04471,"1-Amino-2,5-anhydro-1-deoxy-D-mannitol",228862-97-3
579,CC1[C@H]([C@@H](C([C@H](O1)NC(=O)CCCCCN)O)O)O,MA04473,N-(e-Aminocaproyl)-b-L-fucopyranosyl amine,35978-97-3
580,CC1(OCC(O1)[C@@H]2C(C3[C@@H](O2)OC(O3)(C)C)N)C,MA04474,"3-Amino-3-deoxy-1,2:5,6-di-O-isopropylidene-a-D-glucofuranose",24384-84-7
581,C([C@H]([C@H]([C@@H]([C@@H](C=O)O)N)O)O)O.Cl,MA04478,3-Amino-3-deoxy-D-mannose HCl,69880-85-9
582,C1=CC=C(C(=C1)N)O[C@H]2[C@H]([C@H]([C@@H](C(O2)C(=O)O)O)O)O.Cl,MA04484,2-Aminophenyl b-D-glucuronide HCl,210049-17-5
583,C1=CC(=CC=C1N)O[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)C(=O)O)O)O)O,MA04485,4-Aminophenyl b-D-glucuronide sodium,21080-66-0
584,CC(=O)N[C@@H]1[C@H]([C@@H]2[C@@H](COC(O2)C3=CC=CC=C3)OC1O)O,MA04491,"2-Acetamido-4,6-O-benzylidene-2-deoxy-D-galactopyranose",420118-03-2
585,CC1(O[C@H]2[C@H](C(O[C@@H]2O1)(CO)CO)N=[N+]=[N-])C,MA04533,"3-Azido-3-deoxy-4-hydroxymethyl-1,2-O-isopropylidene-a-D-ribofuranose",247025-10-1
586,C([C@@H]1[C@H]([C@@H]([C@@H](O1)COP(=O)(O)O)O)O)OP(=O)(O)O,MA04555,"2,5-Anhydro-D-glucitol-1,6-diphosphate",4429-47-4
587,C([C@@H]1[C@H]([C@@H]([C@@H](O1)CO)O)O)O,MA04561,"2,5-Anhydro-D-glucitol",27826-73-9
588,C([C@@H]1[C@H]([C@@H]([C@H](O1)CO)O)O)O,MA04572,"2,5-Anhydro-D-mannitol",41107-82-8
589,C1[C@@H]2[C@H]([C@@H]([C@@H]([C@H](O1)O2)O)O)O,MA04574,"1,6-Anhydro-b-D-mannopyranose",14168-65-1
590,CC1(O[C@H]2[C@H]3CO[C@H](O3)[C@@H]([C@H]2O1)O)C,MA04577,"1,6-Anhydro-3,4-O-isopropylidene-b-D-galactopyranose",52579-97-2
591,C1=C(OC(C(C1O)O)[C@@H]([C@@H](CO)O)O)C(=O)O,MA04590,"2,6-Anhydro-3-deoxy-D-glycero-D-galacto-non-2-enoic-acid",188854-96-8
592,C1[C@@H]([C@H]([C@H]2[C@H](O1)COC(O2)C3=CC=CC=C3)O)O,MA04597,"1,5-Anhydro-4,6-O-benzylidene-D-glucitol",65190-39-8
593,C1=CC=C(C=C1)COC(=O)NC2[C@H]([C@@H](C(OC2O)CO)O)O,MA04690,2-Amino-2-N-carbobenzoxy-2-deoxy-D-mannose,137157-50-7
594,CC(=O)N[C@@H]1[C@H]([C@@H]([C@H](O[C@@H]1OCC=C)CO)O)O,MA04808,Allyl 2-acetamido-2-deoxy-a-D-glucopyranoside,54400-75-8
595,CC(=O)C1=CC=C(C=C1)O[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O,MA04949,4-Acetylphenyl-b-D-glucopyranoside,530-14-3
596,C1=CC(=CC=C1N)O[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O,MA04975,4-Aminophenyl b-D-glucopyranoside,20818-25-1
597,CCCCCO[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO)O)O)O,MA04986,N-Amyl b-D-glucopyranoside,66957-71-9
598,CC(=O)OC[C@@H]1[C@H]([C@@H]([C@H]([C@@H](O1)OCC=C)OC(=O)C)OC(=O)C)OC(=O)C,MA04991,"Allyl 2,3,4,6-tetra-O-acetyl-b-D-glucopyranoside",10343-15-4
599,C[C@H](C(=O)O)O[C@H]([C@H](C=O)NC(=O)C)[C@@H]([C@@H](CO)O)O,MA05012,N-Acetylmuramic acid,10597-89-4
600,C1=CC2=C(C(=C1)O)C(=O)C3=C([C@H]2[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O)C=C(C=C3O)CO,MA05054,Aloin - Mixture of Aloin A and Aloin B,1415-73-2
601,C(C(C(C(C=O)O)O)O)OP(=O)(O)O.[Na],MA05068,D-Arabinose-5-phosphate disodium salt,89927-09-3
602,CC(=O)N[C@@H]1[C@H]([C@@H]([C@H](O[C@H]1N)CO)O)O,MA05135,2-Acetamido-2-deoxy-b-D-glucopyranosyl amine,4229-38-3
603,CC(=O)N[C@@H]1[C@H]([C@@H]([C@H](O[C@H]1N)CO)O)O,MA05135,2-Acetamido-2-deoxy-beta-D-glucopyranosyl amine,4229-38-3
604,C1[C@H](CO[C@H]2[C@H]1OC(OC2)C3=CC=CC=C3)O,MA05144,"1,5-Anhydro-4,6-O-benzylidene-3-deoxy-D-glucitol",152613-20-2
605,C([C@@H](C([C@H](CO)O)O)O)O,MA05150,L-Arabitol,7643-75-6
606,C([C@@H](C([C@H](CO)O)O)O)O,MA05150,L-Arabitol,7643-75-6
607,C([C@H]([C@H]([C@@H]([C@H](C=O)O)N)O)O)O.Cl,MA05156,3-Amino-3-deoxy-D-glucose HCl,57649-10-2
608,C1[C@@H]2[C@H]([C@@H]([C@H]([C@H](O1)O2)OCC3=CC=CC=C3)OCC4=CC=CC=C4)OCC5=CC=CC=C5,MA05158,"1,6-Anhydro-2,3,4-tri-O-benzyl-b-D-glucopyranose",10548-46-6
609,C([C@H]1C([C@H]([C@@H](O1)COP(=O)([O-])[O-])O)O)O.[Ba+2],MA05171,"2,5-Anhydro-D-mannitol-1-phosphate barium salt hydrate",352000-02-3
610,CCSC([C@@H]([C@H]([C@H](CO)O)O)O)SCC,MA05246,L-Arabinose diethyldithioacetal,43179-48-2
611,CC(=O)N[C@H]1[C@H]([C@@H]([C@H](O[C@H]1O)CO)O)O,MA05269,N-Acetyl-D-mannosamine,7772-94-3
612,CC(=O)NC1=CC=C(C=C1)O[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)C(=O)OC)OC(=O)C)OC(=O)C)OC(=O)C,MA05286,"4-Acetamidophenyl-2,3,4-tri-O-acetyl-b-D-glucuronide methyl ester",30824-21-6
613,CC(=O)N[C@@H]1[C@H](C=C(O[C@H]1[C@@H]([C@@H](CO)O)O)C(=O)OC)O,MA05288,"N-Acetyl-2,3-dehydro-2-deoxyneuraminic acid methyl ester",25875-99-4
614,CC1(OC[C@H]2C(O1)[C@H]([C@H](O2)COC(C3=CC=CC=C3)(C4=CC=CC=C4)C5=CC=CC=C5)O)C,MA05291,"2,5-Anhydro-1,3-O-isopropylidene-6-O-trityl-D-glucitol",65758-50-1
615,C([C@@H]1[C@H]([C@@H]([C@H](O1)C=O)O)O)O,MA05292,"2,5-Anhydro-D-mannofuranose",495-75-0
616,CCP(CC)CC.CC(=O)OCC1C(C(C(C(O1)[S-])OC(=O)C)OC(=O)C)OC(=O)C.[Au+],MA05382,Auranofin,34031-32-8
617,C(C(C(C(C(=O)O)O)O)O)O.N,MA05392,D-Xylonic acid ammonium salt,5461-96-1
618,C([C@@H]1[C@H]([C@H]2[C@@H](O1)N=C(O2)N)O)O,MA05416,"2-Amino-b-D-arabinofurano[1,2;4,5]oxazoline",27963-98-0
619,CC(=O)O[C@H]1[C@H]([C@H](O[C@H]([C@@H]1OC(=O)C)OCC=C)C(=O)OC)OC(=O)C,MA05420,"Allyl 2,3,4-tri-O-acetyl-b-D-galacturonide methyl ester",130506-36-4
620,CC1(OC2C(OC3C(C2O1)OC(O3)(C)C)CN=[N+]=[N-])C,MA05440,"6-Azido-6-deoxy-1,2:3,4-di-O-isopropylidene-a-D-galactopyranose",4711-00-6
621,C1[C@H]([C@@H]([C@H](O1)[C@H](C=O)O)O)O,MA05523,"3,6-Anhydro-D-galactose",14122-18-0
622,CC(=O)OC1[C@@H]([C@@H]([C@H](O1)COCC2=CC=CC=C2)OCC3=CC=CC=C3)OCC4=CC=CC=C4,MA05708,"1-O-Acetyl-2,3,5-tri-O-benzyl-D-ribofuranose",58381-23-0
623,C([C@H](C([C@@H](CO)O)O)O)O,MA05805,D-Arabitol,488-82-4
624,C([C@H](C([C@@H](CO)O)O)O)O,MA05805,D-Arabitol,488-82-4
625,CC(=O)O[C@H]1[C@@H]([C@@H]([C@H](O1)COC(=O)C2=CC=CC=C2)OC(=O)C3=CC=CC=C3)OC(=O)C4=CC=CC=C4,MA05942,"1-O-Acetyl-2,3,5-tri-O-benzoyl-b-D-ribofuranose",6974-32-9
626,CC(=O)NC1C(C=C(OC1[C@@H]([C@@H](CO)O)O)C(=O)[O-])O.[Na+],MA06093,"N-Acetyl-2,3-dehydro-2-deoxyneuraminic acid sodium salt",209977-53-7
627,CC(=O)N[C@@H]\1[C@H]([C@@H]([C@H](O/C1=N/O)COC(=O)C)OC(=O)C)OC(=O)C,MA06094,"2-Acetamido-3,4,6-tri-O-acetyl-2-deoxy-D-glucohydroximo-1,5-lactone",132152-78-4
628,CC(=O)N[C@@H]1[C@H]([C@@H]([C@H](OC1OC(=O)C)COC(=O)C)F)OC(=O)C,MA06095,"2-Acetamido-1,3,6-tri-O-acetyl-2,4-dideoxy-4-fluoro-D-glucopyranose",116049-57-1
629,CC(=O)N[C@H]1[C@H]([C@H](OC1=O)[C@@H](CO)O)O,MA06096,"2-Acetamido-2-deoxy-D-mannono-1,4-lactone",28876-37-1
630,CC(=O)N[C@H]1[C@H]([C@@H](C(O[C@H]1OCC2=CC=CC=C2)COCC3=CC=CC=C3)O)OCC4=CC=CC=C4,MA06102,"2-Acetamido-1,3,6-tri-O-benzyl-2-deoxy-b-D-glucopyranoside",62867-63-4
631,C1=CC(=CC=C1N)O[C@H]2[C@@H]([C@H]([C@H]([C@H](O2)CO)O)O)O,MA06133,4-Aminophenyl-beta-D-galactopyranoside,5094-33-7
632,C1=CC(=CC=C1N)O[C@H]2[C@@H]([C@H]([C@H]([C@H](O2)CO)O)O)O,MA06133,4-Aminophenyl b-D-galactopyranoside,5094-33-7
633,CC(=O)N[C@@H]1[C@@H]([C@H]([C@@H](OC1O)CO)O)O,MA06206,2-Acetamido-2-deoxy-L-mannopyranose,6813-82-7
634,C=CCO[C@@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO)OCC2=CC=CC=C2)OCC3=CC=CC=C3)OCC4=CC=CC=C4,MA06471,"Allyl 2,3,4-tri-O-benzyl-a-D-glucopyranoside",78184-40-4
635,C1[C@@H]([C@@H]([C@H]([C@@H](O1)NN=C(N)N)O)O)O.Cl,MA06536,N1-a-L-Arabinopyranosylamino-guanidine HCl,109853-78-3
636,CC(=O)O[C@H]1[C@H](O[C@H]2[C@@H]1OC(O2)(C)C)[C@H]3COC(O3)(C)C,MA06541,"3-O-Acetyl-1,2:5,6-di-O-isopropylidene-a-D-glucofuranose",16713-80-7
637,C=CCO[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO)O)O)O,MA06592,Allyl b-D-glucopyranoside,34384-79-7
638,C([C@H]([C@H]([C@H]([C@H](CO)O)O)O)O)O,MA06613,Allitol,488-44-8
639,C([C@H]([C@H]([C@H]([C@@H](C=O)O)O)O)O)O,MA06614,D-Altrose,1990-29-0
640,CC(=O)N[C@@H]1[C@H]([C@@H]([C@H](OC1=O)CO)O)O,MA06623,"2-Acetamido-2-deoxy-D-glucono-1,5-lactone",19026-22-3
641,C1[C@H]([C@H]([C@@H]([C@H](O1)CO)O)O)O,MA06625,"1,5-Anhydro-D-mannitol",492-93-3
642,CC1(OCC(O1)C2C(C3C(O2)OC(O3)(C)C)N=[N+]=[N-])C,MA06630,"3-Azido-3-deoxy-1,2:5,6-di-O-isopropylidene-a-D-glucofuranose",13964-23-3
643,CC(=O)N[C@@H]1[C@H]([C@@H]([C@H](O[C@H]1OC(=O)C)COC(=O)C)OC(=O)C)OC(=O)C,MA06633,"2-Acetamido-1,3,4,6-tetra-O-acetyl-2-deoxy-b-D-glucopyranose",7772-79-4
644,C1[C@@H]([C@H]([C@@H]([C@H](O1)CO)O)O)O,MA06651,"1,5-Anhydro-D-glucitol",154-58-5
645,CC(=O)N[C@@H]1[C@H]([C@@H]([C@H](O[C@@H]1Cl)COC(=O)C)OC(=O)C)OC(=O)C,MA06734,"2-Acetamido-3,4,6-tri-O-acetyl-2-deoxy-a-D-glucopyranosyl chloride - Stabilised with 2.5% CaCO3",3068-34-6
646,CC(=O)NC1=CC=C(C=C1)O[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)C(=O)OC)O)O)O,MA06740,4-Acetamidophenyl b-D-glucuronide methyl ester,570394-17-1
647,CC(=O)N[C@@H]1[C@H]([C@@H]([C@H](OC1O)COP(=O)(O)[O-])O)O.[Na+],MA06746,N-Acetyl-D-glucosamine-6-phosphate disodium salt,102029-88-9
648,C(C(C(C(C=O)O)O)O)O,MA06854,DL-Arabinose,147-81-9
649,C[C@H]1[C@H]([C@H]([C@@H]([C@H](O1)OC2=CC=C(C=C2)N)O)O)O,MA06856,4-Aminophenyl b-L-fucopyranoside,69936-58-9
650,CC(=O)N[C@@H]1[C@H](C=C(O[C@H]1[C@@H]([C@@H](CO)O)O)C(=O)O)O,MA06939,"N-Acetyl-2,3-dehydro-2-deoxyneuraminic acid",24967-27-9
651,CC(=O)OC[C@@H]1[C@@H]([C@@H]([C@H](C(O1)OCCOCCOCCN=[N+]=[N-])OC(=O)C)OC(=O)C)OC(=O)C,MA07052,"1-[2-(2-Azidoethoxy)ethoxyethyl]-2,3,4,6-tetra-O-acetyl-D-galactopyranoside",381716-33-2
652,CC(=O)N[C@@H]1[C@H]([C@H]([C@H](O[C@H]1OC(=O)C)COC(=O)C)OC(=O)C)OC(=O)C,MA07056,"2-Acetamido-1,3,4,6-tetra-O-acetyl-2-deoxy-b-D-galactopyranose",3006-60-8
653,CC(=O)O[C@H]1[C@@H]([C@H]([C@H]([C@H](O1)COCC2=CC=CC=C2)OCC3=CC=CC=C3)OCC4=CC=CC=C4)OCC5=CC=CC=C5,MA07174,"1-O-Acetyl-2,3,4,6-tetra-O-benzyl-b-D-galactopyranose",3866-62-4
654,CC(=O)N[C@@H]1[C@H]([C@H]([C@H](O[C@@H]1OC[C@@H](C(=O)O)N)CO)O)O,MA07378,2-Acetamido-2-deoxy-a-D-galactopyranosyl serine,67262-86-6
655,CC(=O)N[C@@H]1[C@H]([C@H]2[C@@H](CO[C@H](O2)C3=CC=CC=C3)O[C@H]1N=[N+]=[N-])OCC4=CC=CC=C4,MA07478,"2-Acetamido-3-O-benzyl-4,6-O-benzylidene-2-deoxy-b-D-glucopyranosyl azide",80887-27-0
656,CC(=O)OC[C@@H]1[C@@H]([C@@H]2[C@H](O1)OC(O2)(C)C)O,MA07479,"5-O-Acetyl-1,2-O-isopropylidene-a-D-xylofuranose",80244-96-8
657,CC(=O)N[C@@H]1[C@H]([C@@H]([C@H](O[C@H]1NC(=O)C[C@@H](C(=O)OCC2=CC=CC=C2)NC(=O)OC(C)(C)C)COCC3=CC=CC=C3)OCC4=CC=CC=C4)OCC5=CC=CC=C5,MA07513,"N-omega-(2-Acetamido-3,4,6-tri-O-benzyl-2-deoxy-b-D-glucopyranosyl)-N-a-Boc-L-asparagine benzyl ester",219968-28-2
658,CC(=O)N[C@@H]1[C@H]([C@@H]([C@H](O[C@@H]1OC(=O)C)COC(=O)C)OC(=O)C)OC(=O)C,MA07519,"2-Acetamido-1,3,4,6-tetra-O-acetyl-2-deoxy-a-D-glucopyranose",7784-54-5
