,SMILES,Material Code,Name,CAS
121,C[C@H]1[C@H]([C@H]([C@@H]([C@@H](O1)OC2=CC3=CC=CC=C3C=C2)O)O)O,EN06432,2-Naphthyl a-L-fucopyranoside,63503-05-9
122,C[C@H]1[C@H]([C@H]([C@@H]([C@@H](O1)OC2=CC=C(C=C2)[N+](=O)[O-])O)O)O,EN06434,4-Nitrophenyl a-L-fucopyranoside,10231-84-2
123,C1=CC=C(C(=C1)[N+](=O)[O-])O[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O,EN06435,2-Nitrophenyl b-D-glucopyranoside,2816-24-2
124,CC(=O)N[C@@H]1[C@H]([C@@H]([C@H](O[C@H]1OC2=CC=C(C=C2)[N+](=O)[O-])CO)O)O[C@H]3[C@@H]([C@H]([C@H]([C@H](O3)CO)O)O)O,EN06439,4-Nitrophenyl 2-acetamido-2-deoxy-3-O-(b-D-galactopyranosyl)-b-D-glucopyranoside,57467-13-7
125,CC(=O)N[C@@H]1[C@H]([C@H]([C@H](O[C@@H]1OC2=CC=C(C=C2)[N+](=O)[O-])CO)O)O,EN06659,4-Nitrophenyl 2-acetamido-2-deoxy-a-D-galactopyranoside,23646-68-6
126,C1=CC(=CC=C1[N+](=O)[O-])O[C@@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O[C@@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O)O)O,EN06670,4-Nitrophenyl-alpha-D-maltopyranoside,17400-77-0
127,C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)OC2=CC=C(C=C2)[N+](=O)[O-])O)O)O,EN06877,4-Nitrophenyl α-L-rhamnopyranoside,18918-31-5
128,C1=CC(=CC(=C1)O[C@@H]2[C@@H]([C@H]([C@H]([C@H](O2)CO)O)O)O)[N+](=O)[O-],EN06881,3-Nitrophenyl a-D-galactopyranoside,52571-71-8
129,C1=CC=C(C(=C1)[N+](=O)[O-])O[C@H]2[C@@H]([C@H]([C@H]([C@H](O2)CO)O)O)O,EN07012,2-Nitrophenyl b-D-galactopyranoside - non-animal origin,369-07-3
130,C1=CC(=CC=C1[N+](=O)[O-])OP(=O)([O-])[O-].O.O.O.O.O.O.[Na+].[Na+],EN08508,4-Nitrophenyl phosphate disodium salt hexahydrate,333338-18-4
131,CCCCCCCC(=O)OC1=CC2=CC=CC=C2C=C1,EN11356,2-Naphthyl caprylate,10251-17-9
132,COC1=C(C=CC(=C1)C2=CC(=C(C=C2)[N+]3=NC(=NN3C4=CC=C(C=C4)[N+](=O)[O-])C5=CC=CC=C5)OC)[N+]6=NC(=NN6C7=CC=C(C=C7)[N+](=O)[O-])C8=CC=CC=C8.[Cl-].[Cl-],EN13587,Nitroblue tetrazolium chloride,298-83-9
133,CCCCCCCCCCCCCC(=O)OC1=CC=C(C=C1)[N+](=O)[O-],EN15364,4-Nitrophenyl myristate,14617-85-7
134,C1=CC=C2C(=C1)C=CC=C2O[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)C(=O)O)O)O)O,EN15504,1-Naphthyl b-D-glucuronide,17238-47-0
135,CCCCCCCCCCCCCCCC(=O)OC1=CC=C(C=C1)[N+](=O)[O-],EN15588,4-Nitrophenyl palmitate,1492-30-4
136,CCCC(=O)OC1=CC=CC=C1[N+](=O)[O-],EN15598,2-Nitrophenyl butyrate,2487-26-5
137,CCCC(=O)OC1=CC=C(C=C1)[N+](=O)[O-],EN15605,4-Nitrophenyl butyrate,2635-84-9
138,C1=CC(=CC=C1[N+](=O)[O-])O[C@@H]2[C@H]([C@H]([C@@H]([C@@H](O2)C(=O)O)O)O)O,EN16016,4-Nitrophenyl a-D-glucuronide,71484-85-0
139,C[N+](C)(C)CCOP(=O)([O-])OC1=CC=C(C=C1)[N+](=O)[O-],EN26341,4-Nitrophenylphosphorylcholine,21064-69-7
140,C1=CC(=C(C=C1[N+](=O)[O-])OS(=O)(=O)[O-])[O-].[K+].[K+],EN59562,4-Nitrocatechol sulfate dipotassium salt,14528-64-4
141,C1=CC=C2C(=C1)C(=O)OC2(C3=CC=C(C=C3)O)C4=CC=C(C=C4)O[C@H]5[C@@H]([C@H]([C@@H]([C@H](O5)C(=O)[O-])O)O)O.[Na+],EP06598,Phenolphthalein b-D-glucuronide sodium salt monohydrate,6820-54-8
142,C1=CC2=C(C=C1O[C@H]3[C@@H]([C@H]([C@H]([C@H](O3)CO)O)O)O)OC4=CC(=O)C=CC4=N2,ER04973,Resorufin b-D-galactopyranoside,95079-19-9
143,CC(=O)N[C@@H]1[C@H]([C@@H]([C@H](O[C@H]1OC2=CC3=C(C=C2)N=C4C=CC(=O)C=C4O3)CO)O)O,ER58683,Resorufin N-acetyl-b-D-glucosamine,124762-32-9
144,CC(=O)OC1=CC2=C(C=C1)N=C3C=CC(=O)C=C3O2,ER58685,Resorufin acetate,1152-14-3
145,C([C@@H]([C@@H]([C@@H]([C@@H](C=O)O)O)O)O)O,MA00237,L-Allose,7635-11-2
146,CC(=O)N[C@@H]1[C@H](C[C@](O[C@H]1[C@@H]([C@@H](CO)O)O)(C(=O)O)O)O,MA00746,N-Acetylneuraminic acid,131-48-6
147,CC(=O)N[C@@H](C=O)[C@H]([C@@H]([C@@H](COS(=O)(=O)[O-])O)O)O.[Na+],MA00759,2-Acetamido-2-deoxy-D-glucopyranose 6-sulphate sodium salt,108321-79-5
148,CC(=O)N[C@@H]1[C@H]([C@@H]([C@H](OC1O)CO)O)O,MA00834,N-Acetyl-D-glucosamine,7512-17-6
149,C1[C@@H]([C@@H]([C@H](C(O1)O)O)O)O,MA02043,L-Arabinose,87-72-9
150,C1[C@@H]([C@@H]([C@H](C(O1)O)O)O)O,MA02043,L-Arabinose,87-72-9
151,C([C@H]([C@H]([C@@H]([C@H](C=O)O)O)O)O)N.Cl,MA02572,6-Amino-6-deoxy-D-glucose hydrochloride,55324-97-5
152,C([C@H]([C@@H]([C@@H]([C@H](C=O)O)O)O)O)N=[N+]=[N-],MA02618,6-Azido-6-deoxy-D-galactose,66927-03-5
153,C([C@H]([C@H]([C@@H]([C@H](C=O)O)O)O)O)N=[N+]=[N-],MA02620,6-Azido-6-deoxy-D-glucose,20847-05-6
154,C([C@H]([C@H]([C@@H]([C@H](C=O)N=[N+]=[N-])O)O)O)O,MA02624,2-Azido-2-deoxy-D-glucose,56883-39-7
155,C([C@H]([C@H]([C@@H](C=O)O)O)O)O,MA02801,D-Arabinose,10323-20-3
156,C1[C@@H]2[C@@H]([C@@H]([C@H]([C@@H](O1)O2)O)O)O,MA03786,"1,6-Anhydro-b-D-galactopyranose",644-76-8
157,C([C@H]([C@H]([C@H]([C@H](C=O)O)O)O)O)OP(=O)([O-])[O-].[Na+].[Na+],MA03836,D-Allose-6-phosphate disodium,1161976-98-2
158,C([C@H]([C@H]([C@H]([C@H](C=O)O)O)O)O)O,MA04055,D-Allose,2595-97-3
159,CC(=O)N[C@@H]1[C@H](C[C@](O[C@H]1[C@@H]([C@@H](CO)O)O)(C(=O)OC)O)O,MA04202,N-Acetylneuraminic acid methyl ester,22900-11-4
160,CC(=O)NC1C(C(C(OC1OP(=O)(O)O)CO)O)O.[Na],MA04374,N-Acetyl-a-D-glucosamine-1-phosphate disodium salt,31281-59-1
161,CC(=O)N[C@@H](C=O)[C@H]([C@H]([C@@H](CO)O)O)O,MA04390,N-Acetyl-D-galactosamine,1811-31-0
162,CC(=O)NC1=CC=C(C=C1)OC2C(C(C(C(O2)C(=O)[O-])O)O)O.[Na+],MA04458,4-Acetamidophenyl b-D-glucuronide sodium salt,120595-80-4
163,C([C@@H]1[C@H]([C@@H]([C@H](O1)CO)O)O)N,MA04471,"1-Amino-2,5-anhydro-1-deoxy-D-mannitol",228862-97-3
164,C1=CC(=CC=C1N)O[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)C(=O)O)O)O)O,MA04485,4-Aminophenyl b-D-glucuronide sodium,21080-66-0
165,C([C@@H]1[C@H]([C@@H]([C@H](O1)CO)O)O)O,MA04572,"2,5-Anhydro-D-mannitol",41107-82-8
166,C1[C@@H]([C@H]([C@H]2[C@H](O1)COC(O2)C3=CC=CC=C3)O)O,MA04597,"1,5-Anhydro-4,6-O-benzylidene-D-glucitol",65190-39-8
167,C1=CC(=CC=C1N)O[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O,MA04975,4-Aminophenyl b-D-glucopyranoside,20818-25-1
168,C([C@@H](C([C@H](CO)O)O)O)O,MA05150,L-Arabitol,7643-75-6
169,C1[C@@H]2[C@H]([C@@H]([C@H]([C@H](O1)O2)OCC3=CC=CC=C3)OCC4=CC=CC=C4)OCC5=CC=CC=C5,MA05158,"1,6-Anhydro-2,3,4-tri-O-benzyl-b-D-glucopyranose",10548-46-6
170,CC(=O)N[C@H]1[C@H]([C@@H]([C@H](O[C@H]1O)CO)O)O,MA05269,N-Acetyl-D-mannosamine,7772-94-3
171,C1[C@H]([C@@H]([C@H](O1)[C@H](C=O)O)O)O,MA05523,"3,6-Anhydro-D-galactose",14122-18-0
172,C([C@H](C([C@@H](CO)O)O)O)O,MA05805,D-Arabitol,488-82-4
173,C([C@H](C([C@@H](CO)O)O)O)O,MA05805,D-Arabitol,488-82-4
174,CC(=O)O[C@H]1[C@@H]([C@@H]([C@H](O1)COC(=O)C2=CC=CC=C2)OC(=O)C3=CC=CC=C3)OC(=O)C4=CC=CC=C4,MA05942,"1-O-Acetyl-2,3,5-tri-O-benzoyl-b-D-ribofuranose",6974-32-9
175,CC(=O)N[C@@H]1[C@H]([C@@H]([C@H](OC1OC(=O)C)COC(=O)C)F)OC(=O)C,MA06095,"2-Acetamido-1,3,6-tri-O-acetyl-2,4-dideoxy-4-fluoro-D-glucopyranose",116049-57-1
176,CC(=O)N[C@H]1[C@H]([C@@H](C(O[C@H]1OCC2=CC=CC=C2)COCC3=CC=CC=C3)O)OCC4=CC=CC=C4,MA06102,"2-Acetamido-1,3,6-tri-O-benzyl-2-deoxy-b-D-glucopyranoside",62867-63-4
177,C=CCO[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO)O)O)O,MA06592,Allyl b-D-glucopyranoside,34384-79-7
178,C([C@H]([C@H]([C@H]([C@@H](C=O)O)O)O)O)O,MA06614,D-Altrose,1990-29-0
179,CC(=O)N[C@@H]1[C@H]([C@@H]([C@H](O[C@H]1OC(=O)C)COC(=O)C)OC(=O)C)OC(=O)C,MA06633,"2-Acetamido-1,3,4,6-tetra-O-acetyl-2-deoxy-b-D-glucopyranose",7772-79-4
180,C1[C@@H]([C@H]([C@@H]([C@H](O1)CO)O)O)O,MA06651,"1,5-Anhydro-D-glucitol",154-58-5
181,C[C@H]1[C@H]([C@H]([C@@H]([C@H](O1)OC2=CC=C(C=C2)N)O)O)O,MA06856,4-Aminophenyl b-L-fucopyranoside,69936-58-9
182,CC(=O)OC[C@@H]1[C@@H]([C@@H]([C@H](C(O1)OCCOCCOCCN=[N+]=[N-])OC(=O)C)OC(=O)C)OC(=O)C,MA07052,"1-[2-(2-Azidoethoxy)ethoxyethyl]-2,3,4,6-tetra-O-acetyl-D-galactopyranoside",381716-33-2
183,CC(=O)N[C@@H]1[C@H]([C@H]([C@H](O[C@H]1OC(=O)C)COC(=O)C)OC(=O)C)OC(=O)C,MA07056,"2-Acetamido-1,3,4,6-tetra-O-acetyl-2-deoxy-b-D-galactopyranose",3006-60-8
184,CC(=O)N[C@@H]1[C@H]([C@@H]([C@H](O[C@@H]1OC(=O)C)COC(=O)C)OC(=O)C)OC(=O)C,MA07519,"2-Acetamido-1,3,4,6-tetra-O-acetyl-2-deoxy-a-D-glucopyranose",7784-54-5
185,CC(=O)N[C@@H]1[C@H]([C@H]([C@H](OC1OC(=O)C)COC(=O)C)OC(=O)C)OC(=O)C,MA07898,"2-Acetamido-1,3,4,6-tetra-O-acetyl-2-deoxy-D-galactopyranose",76375-60-5
186,C[C@]12CC[C@@]34C[C@@]35CC[C@@H](C([C@@H]5[C@H](C[C@H]4[C@@]1(C[C@@H]([C@@H]2[C@@]6(CC[C@@H](O6)C(C)(C)O)C)O)C)O[C@H]7[C@@H]([C@H]([C@@H]([C@H](O7)CO)O)O)O)(C)C)O[C@H]8[C@@H]([C@H]([C@@H](CO8)O)O)O,MA08288,Astragaloside IV,83207-58-3
187,C1[C@@H]2[C@H]([C@@H]([C@H]([C@H](O1)O2)I)O)O,MA08381,"1,6-Anhydro-2-deoxy-2-iodo-b-D-glucopyranose",139437-39-1
188,CC(=O)N[C@@H]1[C@H]([C@H]([C@H](O[C@@H]1OC(=O)C)COC(=O)C)OC(=O)C)OC(=O)C,MA08854,"2-Acetamido-1,3,4,6-tetra-O-acetyl-2-deoxy-a-D-galactopyranose",10385-50-9
189,C1=CC=C(C=C1)C(C2=CC=CC=C2)(C3=CC=CC=C3)OC[C@@H]4[C@H]([C@@H]([C@H](O4)CO)O)O,MA09227,"2,5-Anhydro-1-O-trityl-D-mannitol",68774-48-1
190,CC(=O)N[C@@H]1[C@H]([C@@H]([C@H](O[C@H]1NC(=O)C[C@@H](C(=O)O)N)CO)O)O,MA09584,2-Acetamido-2-deoxy-b-D-glucopyranosyl L-asparagine,2776-93-4
191,C1=CC(=CC=C1C2=CC(=O)C3=C(C=C(C=C3O2)O[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O)O)O,MA09740,Apigenin-7-glucoside,578-74-5
192,CC(=O)OC[C@@H]1[C@@H]([C@@H]([C@H]([C@@H](O1)OCCCN=[N+]=[N-])OC(=O)C)OC(=O)C)OC(=O)C,MA10045,"3-Azidopropyl 2,3,4,6-tetra-O-acetyl-b-D-galactopyranoside",819053-49-1
193,CC(=O)N[C@@H]1[C@H]([C@@H]([C@H](OC1O)CO)O)O,MA10891,N-Acetyl-D-glucosamine - plant source,7512-17-6
194,CC1=N[C@@H]2[C@H]([C@@H]([C@H](O[C@@H]2S1)CO)O)O,MA141200,N-Acetyl-glucosaminyl thiazoline,179030-22-9
195,CC(=O)N[C@@H]1[C@H](CC(O[C@H]1[C@@H]([C@@H](CO)O)O)(C(=O)O)O)O.O.O,MA167834,N-Acetylneuraminic acid dihydrate,50795-27-2
196,C([C@@H]([C@H]1[C@@H]([C@@H](C(=O)O1)O)O)O)O,MA28846,"L-Allono-1,4-lactone",78184-43-7
197,C(C(C(C(C(C=O)NC(=O)CN=[N+]=[N-])O)O)O)O,MA30911,N-Azidoacetylglucosamine,92659-90-0
198,CC(=O)OC[C@@H]1[C@H]([C@@H]([C@H]([C@@H](O1)OCCN=[N+]=[N-])OC(=O)C)OC(=O)C)OC(=O)C,MA34873,"2-Azidoethyl 2,3,4,6-tetra-O-acetyl-b-D-glucopyranoside",140428-81-5
199,C#C[C@H]1[C@H]([C@H]([C@@H](C(O1)O)O)O)O,MA45977,5-Alkynyl-L-fucose,1193251-61-4
200,CC(=O)OC[C@@H]1[C@H]([C@@H]([C@H](C(O1)OC(=O)C)NC(=O)CN=[N+]=[N-])OC(=O)C)OC(=O)C,MA46003,"1,3,4,6-Tetra-O-acetyl-N-azidoacetylglucosamine",98924-81-3
201,CC(=O)OC[C@@H]1[C@H]([C@@H]([C@@H](C(O1)OC(=O)C)NC(=O)CN=[N+]=[N-])OC(=O)C)OC(=O)C,MA46004,"1,3,4,6-Tetra-O-acetyl-N-azidoacetylmannosamine",361154-30-5
202,C([C@H]([C@H]([C@@H](C(=O)CO)O)O)O)N=[N+]=[N-],MA58244,6-Azido-6-deoxy-D-fructose,115827-10-6
203,CC(=O)OC[C@H]([C@H]([C@@H]([C@H](C=O)O)O)O)O,MA61678,6-O-Acetyl-D-glucose,7286-45-5
204,C1=CC(=CC=C1C2=CC(=O)C3=C(C=C(C=C3O2)O[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)C(=O)O)O)O)O)O)O,MA74543,Apigenin-7-O-glucronide,29741-09-1
205,C1=CC2=C(C(=C1)O)C(=O)C3=C([C@H]2[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O)C=C(C=C3O)CO,MA76226,Aloin A,1415-73-2
206,C1=CC2=C(C(=C1)O)C(=O)C3=C([C@@H]2[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O)C=C(C=C3O)CO,MA76227,Aloin B,28371-16-6
207,CC1(O[C@@H]2[C@H](OC([C@@H]2O1)O)CO[Si](C)(C)C(C)(C)C)C,MB02533,"5-O-tert-Butyldimethylsilyl-2,3-O-isopropylidene-D-ribofuranose",68703-51-5
208,CC1(O[C@@H]2[C@H](OC([C@@H]2O1)O)CO[Si](C3=CC=CC=C3)(C4=CC=CC=C4)C(C)(C)C)C,MB02763,"5-O-tert-Butyldiphenylsilyl-2,3-O-isopropylidene-D-ribofuranose",141607-35-4
209,C1[C@H]([C@@H](OC(O1)C2=CC=CC=C2)[C@@H]([C@H](C=O)O)O)O,MB03806,"4,6-O-Benzylidene-D-glucose",30688-66-5
210,CC(=O)O[C@H]1[C@@H]([C@H](O[C@@H]([C@@H]1OC(=O)C)Br)C(=O)OC)OC(=O)C,MB04460,"1-Bromo-2,3,4-tri-O-acetyl-a-D-glucuronide methyl ester - 1% CaCO3",21085-72-3
211,CCCCN1C[C@@H]([C@H]([C@H]([C@H]1CO)O)O)O,MB04497,N-Butyldeoxygalactonojirimycin,141206-42-0
212,C1=CC=C(C=C1)COC[C@H]([C@H]([C@H](C=O)O)O)O,MB04512,5-O-Benzyl-D-ribose,72369-89-2
213,C1=CC=C(C=C1)CO[C@@H]2[C@H]([C@H]([C@@H]([C@H](O2)CO)O)N)O.Cl,MB04609,Benzyl 3-amino-3-deoxy-a-D-mannopyranoside HCl,172838-30-1
214,CC(=O)N[C@@H]1[C@H]([C@H]([C@H](O[C@@H]1OCC2=CC=CC=C2)CO)O)O,MB04616,Benzyl 2-acetamido-2-deoxy-a-D-galactopyranoside,3554-93-6
215,C1[C@@H]2[C@H]([C@@H]([C@@H]([C@H](O2)OCC3=CC=CC=C3)O)O)OC(O1)C4=CC=CC=C4,MB04628,"Benzyl 4,6-O-benzylidene-a-D-mannopyranoside",40983-94-6
216,CCCCN1C[C@H]([C@H]([C@@H]([C@H]1CO)O)O)O.Cl,MB04672,N-Butyldeoxymannojirimycin HCl,155501-85-2
217,C1=CC=C(C=C1)C(=O)N[C@@H](C=O)[C@H]([C@@H]([C@@H](CO)O)O)O,MB05320,2-Benzamido-2-deoxy-D-glucopyranose,655-42-5
218,CC1(O[C@@H]2[C@H]([C@H](OC2O1)[C@@H](CO)O)OCC3=CC=CC=C3)C,MB06106,"3-O-Benzyl-1,2-O-isopropylidene-a-D-glucofuranose",22529-61-9
219,CCCCN1C[C@@H]([C@H]([C@@H]([C@H]1CO)O)O)O,MB06729,N-Butyldeoxynojirimycin,72599-27-0
220,C1=CC=C(C=C1)CO[C@H]2[C@@H]([C@H](O[C@H]([C@@H]2O)O)CO)O,MB07125,3-O-Benzyl-D-glucopyranose,10230-17-8
221,C1=CC=C(C=C1)COC2C(C(C(C(O2)CO)O)O)N3C(=O)C4=CC=CC=C4C3=O,MB07404,Benzyl 2-deoxy-2-phthalimido-b-D-glucopyranoside,80035-32-1
222,CCOC(=O)C1=CC=C(C=C1)N[C@H]2C([C@H]([C@@H](C(O2)CO)O)O)O,MB08214,Benzocaine N-b-D-glucoside,28315-50-6
223,CCCCO[C@@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO)O)O)O,MB08243,Butyl a-D-glucopyranoside,25320-93-8
224,C1C2[C@@H]([C@@H](C([C@@H](O2)OCC3=CC=CC=C3)O)O)OC(O1)C4=CC=CC=C4,MB10373,"Benzyl 4,6-O-benzylidine-b-D-galactopyranoside",56341-65-2
225,C1[C@@H]2[C@H]([C@@H]([C@H]([C@@H](O2)OCC3=CC=CC=C3)N4C(=O)C5=CC=CC=C5C4=O)OCC6=CC=CC=C6)O[C@@H](O1)C7=CC=CC=C7,MB46483,"Benzyl 3-O-benzyl-4,6-O-benzylidene-2-deoxy-2-N-phthalamido-a-D-glucopyranoside",191482-37-8
226,CC1=CC=C(C=C1)C(=O)OC[C@@H]2[C@H](C[C@H](O2)Cl)OC(=O)C3=CC=C(C=C3)C,MC02788,"1-Chloro-2-deoxy-3,5-di-O-toluoyl-a-D-ribofuranose",4330-21-6
227,C1[C@@H]([C@H](OC1Cl)COC(=O)C2=CC=C(C=C2)Cl)OC(=O)C3=CC=C(C=C3)Cl,MC03466,"1-Chloro-3,5-di-O-(4-chlorobenzoyl)-2-deoxy-D-ribofuranose",3601-90-9
228,CC(=O)N[C@@H]1[C@H](C[C@](O[C@H]1[C@@H]([C@@H](CO)O)O)(C(=O)[O-])OP(=O)(O)OC[C@@H]2[C@H]([C@H]([C@@H](O2)N3C=CC(=NC3=O)N)O)O)O.[Na+],MC04391,CMP-Neu5Ac sodium salt,1007117-62-5
229,CC1=CC=C(C=C1)C(=O)OC[C@@H]2[C@H](CC(O2)Cl)OC(=O)C3=CC=C(C=C3)C,MC06108,"1-Chloro-2-deoxy-3,5-di-O-toluoyl-D-ribofuranose",3601-89-6
230,C([C@H]([C@H]([C@@H]([C@H](C=O)Cl)O)O)O)O,MC06622,2-Chloro-2-deoxy-D-glucose,14685-79-1
231,C([C@H]([C@@H]1[C@@H]([C@@H]2[C@H](O1)O[C@@H](O2)C(Cl)(Cl)Cl)O)O)O,MC06906,alpha-Chloralose (max. 20% beta-anomer),15879-93-3
232,C1CN2C[C@@H]([C@H]([C@@H]([C@H]2[C@H]1O)O)O)O,MC08277,Castanospermine,79831-76-8
233,C1=CO[C@H]([C@H]2[C@@H]1[C@@H]([C@H]3[C@@]2(O3)CO)O)O[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O,MC08278,Catalpol,2415-24-9
234,C([C@H]([C@H]([C@@H](C(=O)[O-])O)O)O)O.C([C@H]([C@H]([C@@H](C(=O)[O-])O)O)O)O.[Ca+2],MC08300,Calcium-D-arabonate,22373-09-7
235,C([C@@H]([C@H](C(=O)[O-])O)O)O.C([C@@H]([C@H](C(=O)[O-])O)O)O.[Ca+2],MC09466,Calcium L-threonate,70753-61-6
236,C1[C@@H]([C@H](OC1Cl)COC(=O)C2=CC=C(C=C2)[N+](=O)[O-])OC(=O)C3=CC=C(C=C3)[N+](=O)[O-],MC10545,"1-Chloro-2-deoxy-3,5-di-O-p-nitrobenzoyl-D-ribofuranose",51841-98-6
237,CC(C(=O)[O-])O.C([C@H]([C@H]([C@@H]([C@H](C(=O)[O-])O)O)O)O)O.[Ca+2],MC13902,Calcium lactate gluconate,11116-97-5
238,C1C(C(OC1Cl)COC(=O)C2=CC=C(C=C2)Cl)OC(=O)C3=CC=C(C=C3)Cl,MC145897,"1-Chloro-3,5-di-O-(4-chlorobenzoyl)-2-deoxy-a-D-ribofuranose",21740-23-8
239,CC(=O)N[C@H]1CCC2=CC(=C(C(=C2C3=CC=C(C(=O)C=C13)OC)OC)OC)O[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O,MC16661,Colchicoside,477-29-2
240,C[C@@H]1CC2(C3C(O3)(C(O2)O)C)O[C@@H]4[C@H]1[C@]5([C@H](CC67C[C@@]68CCC(C(C8CC=C7[C@@]5(C4)C)(C)C)O[C@H]9[C@@H]([C@H]([C@@H](CO9)O)O)O)OC(=O)C)C,MC33274,Cimicifugoside,66176-93-0
241,C1[C@@H]([C@H](OC1=O)CO)O,MD00127,"2-Deoxy-D-ribonic acid-1,4-lactone",34371-14-7
242,C(C=O)[C@H]([C@H](CO)O)O,MD00252,2-Deoxy-L-ribose,18546-37-7
243,C1[C@H]2[C@H](O2)[C@H]3[C@H](O1)COC(O3)C4=CC=CC=C4,MD00953,"1,5:2,3-Dianhydro-4,6-O-benzylidene-D-allitol",109428-30-0
244,CC1(OC[C@@H](O1)[C@@H]2[C@H]3[C@@H]([C@H](O2)O)OC(O3)(C)C)C,MD01051,"2,3:5,6-Di-O-isopropylidene-a-D-mannofuranose",14131-84-1
245,C([C@H]([C@@H]([C@@H]([C@H](CO)O)O)O)O)O,MD01368,Dulcitol,608-66-2
246,C(C=O)[C@H]([C@H]([C@@H](CO)O)O)O,MD02040,2-Deoxy-D-galactose,1949-89-9
247,CC1(OC[C@@H](O1)[C@H]([C@@H]([C@H]2COC(O2)(C)C)O)O)C,MD03323,"1,2:5,6-Di-O-isopropylidene-D-mannitol",1707-77-3
248,C[C@H]1[C@@H]([C@H](C=CO1)OC(=O)C)OC(=O)C,MD03499,"3,4-Di-O-acetyl-L-rhamnal",34819-86-8
249,C([C@H]([C@H]([C@@H]([C@H](C=O)F)O)O)O)O,MD03509,2-Deoxy-2-fluoro-D-glucose,29702-43-0
250,CC1(O[C@@H]2CO[C@@]3([C@H]([C@@H]2O1)OC(O3)(C)C)COS(=O)(=O)N)C,MD03549,Topiramate,97240-79-4
251,C([C@H]([C@H]([C@H](C=O)F)O)O)O,MD03815,2-Deoxy-2-fluoro-D-ribofuranose,7226-33-7
252,CC1(OC[C@@H](O1)[C@@H]2[C@H]3[C@@H](C(=O)O2)OC(O3)(C)C)C,MD03819,"2,3:5,6-Di-O-isopropylidene-D-mannonic acid-1,4-lactone",14440-56-3
253,CC1=CC=CC=C1C(=O)OC[C@@H]2[C@H]([C@H](C(O2)OC(=O)C)OC(=O)C)N=[N+]=[N-],MD04222,"1,2-Di-O-acetyl-3-azido-3-deoxy-5-O-toluoyl-D-ribofuranose",120143-22-8
254,C1[C@@H]([C@H]([C@@H]([C@H](N1)CO)O)O)O.Cl,MD04655,1-Deoxynojirimycin HCl,73285-50-4
255,C1[C@@H]([C@H]([C@@H](OC1(C(=O)O)O)[C@@H]([C@@H](CO)O)O)O)O,MD04703,3-Deoxy-D-glycero-D-galacto-2-nonulosonic acid,153666-19-4
256,C(C=O)[C@@H]([C@@H](CO)O)O,MD04977,2-Deoxy-D-ribose,533-67-5
257,C[C@H]([C@H]([C@@H]([C@H](C=O)O)O)O)O,MD04994,6-Deoxy-D-glucose,7658-08-4
258,CC1(OC[C@@H](O1)[C@@H]2[C@H]([C@@H]3[C@H](O2)OC(O3)(C)C)O)C,MD05002,"1,2:5,6-Di-O-isopropylidene-a-D-allofuranose",2595-05-3
259,C1[C@H]([C@H]([C@@H]([C@H](N1)CO)O)O)O.Cl,MD05149,1-Deoxymannojirimycin HCl,73465-43-7
260,C(C=O)[C@H]([C@@H]([C@@H](CO)O)O)O,MD05187,2-Deoxy-D-glucose,154-17-6
261,C1[C@@H]([C@H]([C@@H]([C@H](N1)CO)O)O)O,MD05255,1-Deoxynojirimycin,19130-96-2
262,C([C@@H]1[C@@H]([C@@H]([C@H](C(O1)O)O)F)O)O,MD05336,3-Deoxy-3-fluoro-D-galactose - Aqueous solution,52904-86-6
263,C[C@H]([C@H](C[C@@H](C=O)O)O)O,MD05755,"3,6-Dideoxy-D-arabino-hexose",5658-12-8
264,C[C@@H]([C@H]([C@H]([C@@H](C=O)F)O)O)O,MD06089,2-Deoxy-2-fluoro-L-fucose,70763-62-1
265,C[C@H]1[C@H]([C@H]([C@@H](CN1)O)O)O,MD06117,1-Deoxyfuconojirimycin HCl,99212-30-3
266,CC1(O[C@@H]2CO[C@@]3([C@H]([C@@H]2O1)OC(O3)(C)C)CO)C,MD06165,"2,3:4,5-Di-O-isopropylidene-b-D-fructopyranose",20880-92-6
267,C1[C@@H]([C@H]([C@H]([C@H](N1)CO)O)O)O.Cl,MD06196,1-Deoxygalactonojirimycin hydrochloride salt,75172-81-5
268,CC(=O)O[C@H]1COC=C[C@@H]1OC(=O)C,MD06474,"3,4-Di-O-acetyl-L-arabinal",3945-18-4
