,SMILES,Material Code,Name,CAS
370,C1=CC=C(C(=C1)[N+](=O)[O-])S[C@H]2[C@@H]([C@H]([C@H]([C@H](O2)CO)O)O)O,EN03315,2-Nitrophenyl-1-thio-beta-D-galactopyranoside,1158-17-4
371,C1=CC(=CC=C1[N+](=O)[O-])OC2C(C(C(C(O2)CO)OC3C(C(C(C(O3)CO)OC4C(C(C(C(O4)CO)O)O)O)O)O)O)O,EN04796,4-Nitrophenyl b-D-cellotrioside,106927-48-4
372,C1=CC(=CC=C1[N+](=O)[O-])O[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O)O)O,EN04798,4-Nitrophenyl-beta-D-cellobioside,3482-57-3
373,C1=CC(=CC=C1[N+](=O)[O-])O[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO[C@@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O)O)O)O,EN04811,4-Nitrophenyl 6-O-(a-D-glucopyranosyl)-b-D-glucopyranoside,335193-88-9
374,C1=CC(=CC=C1[N+](=O)[O-])O[C@@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O[C@@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O)O,EN04813,4-Nitrophenyl 3-O-(a-D-glucopyranosyl)-a-D-glucopyranoside,136632-95-6
375,C1=CC(=CC=C1[N+](=O)[O-])O[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)C(=O)O)O)O)O,EN04823,4-Nitrophenyl b-D-glucuronide,10344-94-2
376,C1=CC(=CC=C1[N+](=O)[O-])O[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)C(=O)O)O)O)O,EN04823,4-Nitrophenyl-beta-D-glucuronic acid,10344-94-2
377,C1=CC(=CC=C1[N+](=O)[O-])O[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O)O,EN04824,4-Nitrophenyl 3-O-(b-D-glucopyranosyl)-b-D-glucopyranoside,26255-70-9
378,C1=CC(=CC=C1[N+](=O)[O-])O[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O)O)O)O,EN04825,4-Nitrophenyl 2-O-(b-D-glucopyranosyl)-b-D-glucopyranoside,16790-33-3
379,C1=CC(=CC=C1[N+](=O)[O-])O[C@@H]2[C@H]([C@H]([C@@H]([C@H](O2)CO)O)O[C@@H]3[C@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O)O,EN04837,4-Nitrophenyl 3-O-(a-D-mannopyranosyl)-a-D-mannopyranoside,93979-06-7
380,CC(=O)N[C@@H]1[C@H]([C@@H]([C@H](O[C@H]1OC2=CC=C(C=C2)[N+](=O)[O-])CO)O)O,EN04911,4-Nitrophenyl 2-acetamido-2-deoxy-b-D-glucopyranoside,3459-18-5
381,CC(=O)N[C@@H]1[C@H]([C@@H]([C@H](O[C@H]1OC2=CC=C(C=C2)[N+](=O)[O-])CO)O)O,EN04911,4-Nitrophenyl-N-acetyl-beta-D-glucosaminide,3459-18-5
382,CC(=O)N[C@@H]1[C@H]([C@@H]([C@H](O[C@H]1OC2=CC=C(C=C2)[N+](=O)[O-])CO)O[C@H]3[C@@H]([C@H]([C@H]([C@H](O3)CO)O)O)O)O,EN04915,4-Nitrophenyl 2-acetamido-2-deoxy-4-O-(b-D-galactopyranosyl)-b-D-glucopyranoside,74211-28-2
383,CC(=O)N[C@@H]1[C@H]([C@H]([C@H](O[C@H]1OC2=CC=C(C=C2)[N+](=O)[O-])CO)O)O,EN04917,4-Nitrophenyl 2-acetamido-2-deoxy-b-D-galactopyranoside,14948-96-0
384,CC(=O)N[C@@H]1[C@H]([C@H]([C@H](O[C@H]1OC2=CC=C(C=C2)[N+](=O)[O-])CO)O)O,EN04917,4-Nitrophenyl-N-acetyl-beta-D-galactosaminide,14948-96-0
385,CC(=O)N[C@@H]1[C@H]([C@@H]([C@H](O[C@@H]1OC2=CC=C(C=C2)[N+](=O)[O-])CO)O[C@H]3[C@@H]([C@H]([C@H]([C@H](O3)CO)O)O)O)O,EN04923,4-Nitrophenyl 2-acetamido-2-deoxy-4-O-(b-D-galactopyranosyl)-a-D-glucopyranoside,184377-56-8
386,CC(=O)N[C@@H]1[C@H]([C@H]([C@H](O[C@@H]1OC2=CC=C(C=C2)[N+](=O)[O-])CO)O)O[C@H]3[C@@H]([C@H]([C@H]([C@H](O3)CO)O)O)O,EN04925,4-Nitrophenyl 2-acetamido-2-deoxy-3-O-(b-D-galactopyranosyl)-a-D-galactopyranoside,59837-14-8
387,C1=CC(=CC=C1[N+](=O)[O-])S[C@H]2[C@@H]([C@H]([C@H]([C@H](O2)CO)O)O)O,EN04995,4-Nitrophenyl b-D-thiogalactopyranoside,1230-27-9
388,C1=CC=C2C(=C1)C=CC=C2O[C@@H]3[C@@H]([C@H]([C@H]([C@H](O3)CO)O)O)O,EN05124,1-Naphthyl a-D-galactopyranoside,65174-63-2
389,C1=CC=C2C(=C1)C=CC=C2O[C@H]3[C@@H]([C@H]([C@H]([C@H](O3)CO)O)O)O,EN05126,1-Naphthyl b-D-galactopyranoside,41335-32-4
390,C1=CC=C2C(=C1)C=CC=C2O[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O,EN05127,1-Naphthyl β-D-glucopyranoside,19939-82-3
391,C1=CC=C2C(=C1)C=CC=C2O[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)C(=O)[O-])O)O)O,EN05128,1-Naphthyl b-D-glucuronide sodium salt,83833-12-9
392,CC(=O)NC1C(C(C(OC1OC2C(OC(C(C2O)NC(=O)C)OC3C(OC(C(C3O)NC(=O)C)OC4=CC=C(C=C4)[N+](=O)[O-])CO)CO)CO)O)O,EN05203,"4-Nitrophenyl N,N',N''-triacetyl-b-D-chitotriose",7699-38-9
393,COC1=C(C=CC(=C1)/C=C/C(=O)OC2=CC=C(C=C2)[N+](=O)[O-])O,EN05238,4-Nitrophenyl trans-ferulate,398128-60-4
394,C1[C@@H]([C@@H]([C@H]([C@H](O1)OC2=CC=C(C=C2)[N+](=O)[O-])O)O)O,EN05253,4-Nitrophenyl b-L-arabinopyranoside,72732-54-8
395,C1=CC(=CC=C1[N+](=O)[O-])O[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O[C@H]5[C@@H]([C@H]([C@@H]([C@H](O5)CO)O)O)O)O)O)O)O)O)O,EN05261,4-Nitrophenyl b-D-cellotetraoside,129411-62-7
396,C1[C@H]([C@@H]([C@H]([C@@H](O1)OC2=CC=CC=C2[N+](=O)[O-])O)O)O,EN05295,2-Nitrophenyl b-D-xylopyranoside,10238-27-4
397,CC(=O)N[C@@H]1[C@H]([C@@H]([C@H](O[C@H]1OC[C@@H]2[C@@H]([C@@H]([C@H]([C@H](O2)OC3=CC=C(C=C3)[N+](=O)[O-])NC(=O)C)O[C@H]4[C@@H]([C@H]([C@H]([C@H](O4)CO)O)O)O)O)CO)O)O,EN05361,4-Nitrophenyl 2-acetamido-6-O-(2-acetamido-2-deoxy-b-D-glucopyranosyl)-3-O-(b-D-galactopyranosyl)-2-deoxy-a-D-galactopyranoside,139459-55-5
398,CC(=O)NC1C(C(C(OC1OC2C(C(OC(C2O)CO)OC3=CC=C(C=C3)[N+](=O)[O-])NC(=O)C)CO)O)O,EN05763,4-Nitrophenyl 2-acetamido-3-O-(2-acetamido-2-deoxy-b-D-glucopyranosyl)-2-deoxy-a-D-galactopyranoside,125455-64-3
399,C1=CC(=CC=C1[N+](=O)[O-])O[C@H]2[C@@H]([C@H]([C@@H](O2)[C@@H](CO)O)O)O,EN06054,4-Nitrophenyl β-D-galactofuranoside,100645-45-2
400,C1=CC(=CC=C1[N+](=O)[O-])O[C@@H]2[C@H]([C@H]([C@@H]([C@H](O2)CO[C@@H]3[C@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O)O)O)O,EN06126,4-Nitrophenyl 6-O-(a-D-mannopyranosyl)-a-D-mannopyranoside,72647-96-2
401,C1C(C(C(C(O1)OC2COC(C(C2O)O)OC3=CC=CC=C3[N+](=O)[O-])O)O)O,EN06167,2-Nitrophenyl b-D-xylobioside,157956-98-4
402,C1=CC=C(C(=C1)[N+](=O)[O-])O[C@H]2[C@@H]([C@H]([C@H]([C@H](O2)CO)O)O)O,EN06363,2-Nitrophenyl-beta-D-galactopyranoside,369-07-3
403,C1=CC(=CC=C1[N+](=O)[O-])OC2C(C(C(C(O2)CO)OC3C(C(C(C(O3)CO)OC4C(C(C(C(O4)CO)OC5C(C(C(C(O5)CO)OC6C(C(C(C(O6)CO)O)O)O)O)O)O)O)O)O)O)O,EN06431,4-Nitrophenyl b-D-cellopentaoside,129411-63-8
404,C[C@H]1[C@H]([C@H]([C@@H]([C@@H](O1)OC2=CC3=CC=CC=C3C=C2)O)O)O,EN06432,2-Naphthyl a-L-fucopyranoside,63503-05-9
405,C[C@H]1[C@H]([C@H]([C@@H]([C@@H](O1)OC2=CC3=CC=CC=C3C=C2)O)O)O,EN06432,2-Naphthyl-alpha-L-fucopyranoside,63503-05-9
406,C[C@H]1[C@H]([C@H]([C@@H]([C@@H](O1)OC2=CC=C(C=C2)[N+](=O)[O-])O)O)O,EN06434,4-Nitrophenyl a-L-fucopyranoside,10231-84-2
407,C[C@H]1[C@H]([C@H]([C@@H]([C@@H](O1)OC2=CC=C(C=C2)[N+](=O)[O-])O)O)O,EN06434,4-Nitrophenyl-alpha-L-fucopyranoside,10231-84-2
408,C1=CC=C(C(=C1)[N+](=O)[O-])O[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O,EN06435,2-Nitrophenyl b-D-glucopyranoside,2816-24-2
409,C1=CC=C(C(=C1)[N+](=O)[O-])O[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O,EN06435,2-Nitrophenyl-beta-D-glucopyranoside,2816-24-2
410,C1=CC(=CC=C1[N+](=O)[O-])O[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O[C@H]3[C@@H]([C@H]([C@H]([C@H](O3)CO)O)O)O)O)O,EN06436,4-Nitrophenyl b-D-lactopyranoside,4419-94-7
411,C1=CC(=CC=C1[N+](=O)[O-])O[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O[C@H]3[C@@H]([C@H]([C@H]([C@H](O3)CO)O)O)O)O)O,EN06436,4-Nitrophenyl-beta-D-lactopyranoside,4419-94-7
412,C1=CC(=CC=C1[N+](=O)[O-])O[C@H]2[C@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O,EN06437,4-Nitrophenyl β-D-mannopyranoside,35599-02-1
413,C1=CC(=CC=C1[N+](=O)[O-])O[C@H]2[C@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O,EN06437,4-Nitrophenyl-beta-D-mannopyranoside,35599-02-1
414,CC(=O)N[C@@H]1[C@H]([C@@H]([C@H](O[C@H]1OC2=CC=C(C=C2)[N+](=O)[O-])CO)O)O[C@H]3[C@@H]([C@H]([C@H]([C@H](O3)CO)O)O)O,EN06439,4-Nitrophenyl 2-acetamido-2-deoxy-3-O-(b-D-galactopyranosyl)-b-D-glucopyranoside,57467-13-7
415,CC(=O)N[C@@H]1[C@H]([C@@H]([C@H](O[C@H]1OC[C@@H]2[C@@H]([C@@H]([C@H]([C@H](O2)OC3=CC=C(C=C3)[N+](=O)[O-])NC(=O)C)O)O)CO)O)O,EN06448,4-Nitrophenyl 2-acetamido-6-O-(2-acetamido-2-deoxy-b-D-glucopyranosyl)-2-deoxy-a-D-galactopyranoside,235752-73-5
416,CC(=O)N[C@@H]1[C@H]([C@@H]([C@H](O[C@H]1O[C@@H]2[C@H](O[C@H]([C@@H]([C@H]2O)NC(=O)C)OC3=CC=C(C=C3)[N+](=O)[O-])CO)CO)O)O,EN06465,"4-Nitrophenyl N,N'-diacetyl-b-D-chitobioside",7284-16-4
417,C1=CC=C2C=C(C=CC2=C1)O[C@@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O,EN06601,2-Naphthyl a-D-glucopyranoside,25320-79-0
418,C1=CC=C2C=C(C=CC2=C1)O[C@@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O,EN06601,2-Naphthyl-alpha-D-glucopyranoside,25320-79-0
419,CC(=O)N[C@@H]1[C@H]([C@H]([C@H](O[C@@H]1OC2=CC=C(C=C2)[N+](=O)[O-])CO)O)O,EN06659,4-Nitrophenyl 2-acetamido-2-deoxy-a-D-galactopyranoside,23646-68-6
420,C1=CC(=CC=C1[N+](=O)[O-])O[C@@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O[C@@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O)O)O,EN06670,4-Nitrophenyl-alpha-D-maltopyranoside,17400-77-0
421,C1=CC(=CC=C1[N+](=O)[O-])O[C@H]2[C@@H]([C@H]([C@H]([C@H](O2)CO)O)O)O,EN06672,4-Nitrophenyl b-D-galactopyranoside,3150-24-1
422,C1=CC(=CC=C1[N+](=O)[O-])O[C@H]2[C@@H]([C@H]([C@H]([C@H](O2)CO)O)O)O,EN06672,4-Nitrophenyl-beta-D-galactopyranoside,3150-24-1
423,C1=CC(=CC=C1[N+](=O)[O-])O[C@@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O[C@@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O[C@@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O[C@@H]5[C@@H]([C@H]([C@@H]([C@H](O5)CO)O[C@@H]6[C@@H]([C@H]([C@@H]([C@H](O6)CO)O[C@@H]7[C@@H]([C@H]([C@@H]([C@H](O7)CO)O)O)O)O)O)O)O)O)O)O)O)O)O,EN06814,4-Nitrophenyl α-D-maltohexaoside,74173-30-1
424,C1=CC(=CC=C1[N+](=O)[O-])O[C@@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O[C@@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O[C@@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O[C@@H]5[C@@H]([C@H]([C@@H]([C@H](O5)CO)O[C@@H]6[C@@H]([C@H]([C@@H]([C@H](O6)CO)O[C@@H]7[C@@H]([C@H]([C@@H]([C@H](O7)CO)O)O)O)O)O)O)O)O)O)O)O)O)O,EN06814,4-Nitrophenyl-alpha-D-maltohexaoside,74173-30-1
425,C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)OC2=CC=C(C=C2)[N+](=O)[O-])O)O)O,EN06877,4-Nitrophenyl α-L-rhamnopyranoside,18918-31-5
426,C1[C@@H]([C@@H]([C@H]([C@@H](O1)OC2=CC=C(C=C2)[N+](=O)[O-])O)O)O,EN06879,4-Nitrophenyl a-L-arabinopyranoside,1223-07-0
427,C1=CC(=CC(=C1)O[C@@H]2[C@@H]([C@H]([C@H]([C@H](O2)CO)O)O)O)[N+](=O)[O-],EN06881,3-Nitrophenyl a-D-galactopyranoside,52571-71-8
428,C1=CC(=CC(=C1)O[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O)[N+](=O)[O-],EN06883,3-Nitrophenyl β-D-glucopyranoside,20838-44-2
429,C1=CC=C2C=C(C=CC2=C1)O[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O,EN06885,2-Naphthyl b-D-glucopyranoside monohydrate,6044-30-0
430,C1=CC=C(C(=C1)[N+](=O)[O-])O[C@H]2[C@@H]([C@H]([C@H]([C@H](O2)CO)O)O)O,EN07012,2-Nitrophenyl b-D-galactopyranoside - non-animal origin,369-07-3
431,C[C@H]1[C@H]([C@H]([C@@H]([C@@H](O1)OC2=CC=CC=C2[N+](=O)[O-])O)O)O,EN07168,2-Nitrophenyl b-L-fucopyranoside,150025-35-7
432,CC(=O)NC1[C@H](C[C@@](O[C@H]1[C@@H]([C@@H](CO)O)O)(C(=O)[O-])OC2=CC=C(C=C2)[N+](=O)[O-])O,EN07314,2-O-(4-Nitrophenyl)-a-D-N-acetylneuraminic acid sodium salt,123549-14-4
433,CC(=O)OC[C@@H]1[C@H]([C@@H]([C@H]([C@@H](O1)OC2=CC=CC=C2[N+](=O)[O-])OC(=O)C)OC(=O)C)O[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)COC(=O)C)OC(=O)C)OC(=O)C)OC(=O)C,EN07318,2-Nitrophenyl b-D-cellobioside heptaacetate,70867-22-0
434,C1=CC(=CC=C1[N+](=O)[O-])OP(=O)([O-])[O-],EN08508,4-Nitrophenyl phosphate disodium salt hexahydrate,333338-18-4
435,C1=CC(=CC=C1[N+](=O)[O-])OP(=O)([O-])[O-],EN08508,"4-Nitrophenyl phosphate, disodium salt hexahydrate",333338-18-4
436,C1=CC(=CC=C1[N+](=O)[O-])SC2C(C(C(C(O2)CO)O)O)O,EN08840,4-Nitrophenyl b-D-thioglucopyranoside,2788-56-9
437,CCCC(=O)OC1=CC2=CC=CC=C2C=C1,EN10875,2-Naphthyl butyrate,5856-33-7
438,CCCCCCCC(=O)OC1=CC2=CC=CC=C2C=C1,EN11356,2-Naphthyl caprylate,10251-17-9
439,COC1=C(C=CC(=C1)C2=CC(=C(C=C2)[N+]3=NC(=NN3C4=CC=C(C=C4)[N+](=O)[O-])C5=CC=CC=C5)OC)[N+]6=NC(=NN6C7=CC=C(C=C7)[N+](=O)[O-])C8=CC=CC=C8,EN13587,Nitroblue tetrazolium chloride,298-83-9
440,COC1=C(C=CC(=C1)C2=CC(=C(C=C2)[N+]3=NC(=NN3C4=CC=C(C=C4)[N+](=O)[O-])C5=CC=CC=C5)OC)[N+]6=NC(=NN6C7=CC=C(C=C7)[N+](=O)[O-])C8=CC=CC=C8,EN13587,Nitrotetrazolium blue chloride,298-83-9
441,C1=CC(=CC=C1[N+](=O)[O-])OP(=O)(O)O,EN13741,4-Nitrophenyl phosphate bis(cyclohexylammonium) salt,52483-84-8
442,C1=CC(=CC=C1[N+](=O)[O-])OP(=O)(O)O,EN13741,"4-Nitrophenyl phosphate, bis(cyclohexylammonium) salt",52483-84-8
443,C1[C@@H]2[C@H]([C@@H]([C@H]([C@H](O2)O[C@@H]3[C@H](O[C@@H]([C@@H]([C@H]3O)O)O[C@@H]4[C@H](O[C@@H]([C@@H]([C@H]4O)O)O[C@@H]5[C@H](O[C@@H]([C@@H]([C@H]5O)O)O[C@@H]6[C@H](O[C@@H]([C@@H]([C@H]6O)O)O[C@@H]7[C@H](O[C@@H]([C@@H]([C@H]7O)O)O[C@@H]8[C@H](O[C@@H]([C@@H]([C@H]8O)O)OC9=CC=C(C=C9)[N+](=O)[O-])CO)CO)CO)CO)CO)CO)O)O)O[C@@H](O1)C1=CC=CC=C1,EN15305,"4-Nitrophenyl 4,6-benzylidene-a-D-maltoheptaoside",109055-07-4
444,C1[C@@H]2[C@H]([C@@H]([C@H]([C@H](O2)O[C@@H]3[C@H](O[C@@H]([C@@H]([C@H]3O)O)O[C@@H]4[C@H](O[C@@H]([C@@H]([C@H]4O)O)O[C@@H]5[C@H](O[C@@H]([C@@H]([C@H]5O)O)O[C@@H]6[C@H](O[C@@H]([C@@H]([C@H]6O)O)O[C@@H]7[C@H](O[C@@H]([C@@H]([C@H]7O)O)O[C@@H]8[C@H](O[C@@H]([C@@H]([C@H]8O)O)OC9=CC=C(C=C9)[N+](=O)[O-])CO)CO)CO)CO)CO)CO)O)O)O[C@@H](O1)C1=CC=CC=C1,EN15305,"4,6-Benzylidene-4-nitrophenyl-alpha-D-maltoheptaoside",109055-07-4
445,CCCCCCCCCCCCCC(=O)OC1=CC=C(C=C1)[N+](=O)[O-],EN15364,4-Nitrophenyl myristate,14617-85-7
446,CCCCCCCC(=O)OC1=CC=C(C=C1)[N+](=O)[O-],EN15366,4-Nitrophenyl caprylate,10/1/1956
447,CCCCCCCCCCCC(=O)OC1=CC=C(C=C1)[N+](=O)[O-],EN15367,4-Nitrophenyl laurate,11/2/1956
448,C1[C@H]([C@@H]([C@H]([C@@H](O1)O[C@@H]2CO[C@H]([C@@H]([C@H]2O)O)OC3=CC=C(C=C3)[N+](=O)[O-])O)O)O,EN15454,4-Nitrophenyl b-D-xylobioside,7/4/6819
449,C1=CC=C2C(=C1)C=CC=C2O[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)C(=O)O)O)O)O,EN15504,1-Naphthyl b-D-glucuronide,17238-47-0
450,CCCCCCCCCCCCCCCC(=O)OC1=CC=C(C=C1)[N+](=O)[O-],EN15588,4-Nitrophenyl palmitate,1492-30-4
451,CCCC(=O)OC1=CC=CC=C1[N+](=O)[O-],EN15598,2-Nitrophenyl butyrate,2487-26-5
452,CCCC(=O)OC1=CC=C(C=C1)[N+](=O)[O-],EN15605,4-Nitrophenyl butyrate,2635-84-9
453,CC1=C(C=CC2=C1OC(=O)C(=C2O)NC(=O)C3=CC(=C(C=C3)[O-])CC=C(C)C)OC4C(C(C(C(O4)(C)C)OC)OC(=O)N)O,EN15775,Novobiocin sodium,1476-53-5
454,CC1=C(C=CC2=C1OC(=O)C(=C2O)NC(=O)C3=CC(=C(C=C3)[O-])CC=C(C)C)OC4C(C(C(C(O4)(C)C)OC)OC(=O)N)O,EN15775,"Novobiocin sodium salt, Antibiotic for Culture Media Use Only",1476-53-5
455,C1=CC(=CC=C1[N+](=O)[O-])O[C@H]2[C@@H]([C@@H]([C@H](O2)CO)O)O,EN15993,4-Nitrophenyl b-D-ribofuranoside,59495-69-1
456,C1=CC(=CC=C1[N+](=O)[O-])O[C@@H]2[C@H]([C@H]([C@@H]([C@@H](O2)C(=O)O)O)O)O,EN16016,4-Nitrophenyl a-D-glucuronide,71484-85-0
457,C1=CC(=CC=C1[N+](=O)[O-])O[C@@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O,EN175527,4-Nitrophenyl-alpha-D-glucopyranoside - beta-Anomer < 0.1%,3767-28-0
458,C1=CC(=CC=C1[N+](=O)[O-])O[C@@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O,EN175527,"4-Nitrophenyl-alpha-D-glucopyranoside, beta-Anomer < 0.1%",3767-28-0
459,C[N+](C)(C)CCOP(=O)([O-])OC1=CC=C(C=C1)[N+](=O)[O-],EN26341,4-Nitrophenylphosphorylcholine,21064-69-7
460,C[N+](C)(C)CCOP(=O)([O-])OC1=CC=C(C=C1)[N+](=O)[O-],EN26341,p-Nitrophenylphosphorylcholine,21064-69-7
461,C1=CC(=CC=C1[N+](=O)[O-])OS(=O)(=O)[O-],EN27113,4-Nitrophenyl sulfate potassium salt,6217-68-1
462,CCCCCCCCCC(=O)OC1=CC=C(C=C1)[N+](=O)[O-],EN29174,4-Nitrophenyl decanoate,9/8/1956
463,CC(=O)N[C@@H]1[C@H](C[C@@](O[C@H]1[C@@H]([C@@H](CO)O)O)(C(=O)O)OC2=CC=C(C=C2)[N+](=O)[O-])O,EN29246,2-O-(4-Nitrophenyl)-a-D-N-acetylneuraminic acid,26112-88-9
464,C1=CC=C(C(=C1)[N+](=O)[O-])O[C@@H]2[C@@H]([C@H]([C@H]([C@H](O2)CO)O)O)O,EN31181,2-Nitrophenyl a-D-galactopyranoside,19887-85-5
465,C1=CC(=CC=C1[N+](=O)[O-])OC2C(C(C(C(O2)COP(=O)(O)O)O)O)O,EN32426,4-Nitrophenyl b-D-glucopyranoside-6-phosphate,55196-70-8
466,CC(=O)N[C@H]1[C@H]([C@H]([C@@H](O[C@H]1O[C@H]2[C@H]([C@@H](O[C@@H]([C@H]2O)O[C@H]3[C@@H](O[C@H]([C@H]([C@H]3O)O)O[C@@H]4[C@@H](O[C@H]([C@H]([C@H]4O)O)OC5=CC=C(C=C5)[N+](=O)[O-])CO)CO)CO)O)CO)O)O,EN44929,4-Nitrophenyl b-globo-N-tetraoside,1134635-03-2
467,C1[C@H]([C@@H]([C@H]([C@@H](O1)O[C@@H]2CO[C@H]([C@@H]([C@H]2O)O)O[C@@H]3CO[C@H]([C@@H]([C@H]3O)O)OC4=CC=C(C=C4)[N+](=O)[O-])O)O)O,EN44935,4-Nitrophenyl b-D-xylotrioside,173468-29-6
468,C1=CC=C2C(=C1)C=CC=C2OP(=O)([O-])[O-],EN52455,a-Naphthyl phosphate disodium salt hydrate,207569-06-0
469,C1=CC(=C(C=C1[N+](=O)[O-])OS(=O)(=O)[O-])[O-],EN59562,4-Nitrocatechol sulfate dipotassium salt,14528-64-4
470,C[C@H]1[C@H]([C@H]([C@@H]([C@H](O1)OC2=C(C=C3C=C(C=CC3=C2)Br)C(=O)NC4=CC=CC=C4OC)O)O)O,EN65526,Naphthol AS-BI beta-L-fucopyranoside,206443-00-7
471,C1=CC=C2C(=C1)C=CC=C2O[C@@H]3[C@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O,EN66033,1-Naphthyl-alpha-D-mannopyranoside,83833-13-0
472,COC1=CC=CC=C1NC(=O)C2=C(C=C3C=CC(=CC3=C2)Br)OS(=O)(=O)[O-],EN66177,Naphthol AS-BI sulphate potassium salt,1680-70-2
473,CC(=O)OC1=CC2=CC=CC=C2C=C1C(=O)NC3=CC=C(C=C3)Cl,EN66474,Naphthol AS-E acetate,84100-15-2
474,COC1=C(C=C(C=C1)Cl)NC(=O)C2=CC3=CC=CC=C3C=C2OP(=O)(O)O,EN67711,Naphthol AS-CL phosphate,18228-16-5
475,C1=CC=C(C=C1)COC(=O)N[C@@H](CCCNC(=O)N)C(=O)NC2=CC=C(C=C2)[N+](=O)[O-],EN67742,Nalpha-CBZ-L-Citrulline-p-nitroanilide,83575-37-5
476,C1=CC=C(C=C1)NC(=O)C2=CC3=CC=CC=C3C=C2OS(=O)(=O)[O-],EN67749,Naphthol AS sulphate potassium salt,1733-83-1
477,CC(=O)OC1=CC2=CC=CC=C2C=C1C(=O)NC3=CC=CC=C3OC,EN68082,Naphthol AS-OL acetate,7128-79-2
478,C1=CC=C2C=C(C(=CC2=C1)C(=O)NC3=CC=C(C=C3)Cl)OP(=O)(O)O,EN69791,Naphthol AS-E phosphate - 60%,18228-17-6
479,CCCCCCCCC(=O)OC1=CC2=CC=CC=C2C=C1C(=O)NC3=CC=CC=C3,EN70035,Naphthol AS nonanoate,10523-82-7
480,CC1=C(C=CC(=C1)Cl)NC(=O)C2=CC3=CC=CC=C3C=C2OP(=O)(O)O,EN70036,Naphthol AS-TR phosphate,2616-72-0
481,CC1=CC=CC=C1NC(=O)C2=CC3=CC=CC=C3C=C2O,EN70199,Naphthol AS-D,135-61-5
482,CC1=CC(=C(C=C1)NC(=O)C2=CC3=CC=CC=C3C=C2OC(=O)C)C,EN70265,Naphthol AS-MX acetate,4569-00-0
483,CCCCCCCCCCCCCCCCCC(=O)OC1=CC2=CC=CC=C2C=C1,EN70958,beta-Naphthyl stearate,6343-74-4
484,COC1=CC=CC=C1NC(=O)C2=CC3=CC=CC=C3C=C2O,EN71191,Naphthol AS-OL,135-62-6
485,CC(=O)N[C@@H]1[C@H]([C@@H]([C@H](O[C@H]1OC2=CC=C(C=C2)[N+](=O)[O-])COS(=O)(=O)[O-])O)O,EN75195,4-Nitrophenyl 2-acetamido-2-deoxy-b-D-glucopyranoside-6-sulfate sodium salt,467446-91-9
486,C1=CC=C(C=C1)CCS[C@H]2[C@@H]([C@H]([C@H]([C@H](O2)CO)O)O)O,EP03215,Phenylethyl b-D-thiogalactopyranoside,63407-54-5
